S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state,constituency,value
1520,VENKATESAN S,Communist Party of India  (Marxist),428201,2122,430323,43.6,Tamil Nadu,MADURAI - 32,S2232
1521,SUDHA R,Indian National Congress,516534,1925,518459,47.67,Tamil Nadu,MAYILADUTHURAI - 28,S2228
1522,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79,Tamil Nadu,NAGAPATTINAM - 29,S2229
1523,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31,Tamil Nadu,NAMAKKAL - 16,S2216
1524,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,Tamil Nadu,NILGIRIS - 19,S2219
1525,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42,Tamil Nadu,PERAMBALUR - 25,S2225
1526,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37,Tamil Nadu,POLLACHI - 21,S2221
1527,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,Tamil Nadu,RAMANATHAPURAM - 35,S2235
1528,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38,Tamil Nadu,SALEM - 15,S2215
1529,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6,Tamil Nadu,SIVAGANGA - 31,S2231
1530,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65,Tamil Nadu,SRIPERUMBUDUR - 5,S225
1531,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,423025,2654,425679,40.97,Tamil Nadu,TENKASI - 37,S2237
1532,MURASOLI S,Dravida Munnetra Kazhagam,498822,3423,502245,48.82,Tamil Nadu,THANJAVUR - 30,S2230
1533,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,569110,2383,571493,50.08,Tamil Nadu,THENI - 33,S2233
1534,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,537879,2850,540729,55.26,Tamil Nadu,THOOTHUKKUDI - 36,S2236
1535,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,Tamil Nadu,TIRUCHIRAPPALLI - 24,S2224
1536,ROBERT BRUCE C,Indian National Congress,499493,2803,502296,47.06,Tamil Nadu,TIRUNELVELI - 38,S2238
1537,"SUBBARAYAN, K.",Communist Party of India,470195,2544,472739,41.38,Tamil Nadu,TIRUPPUR - 18,S2218
1538,Sasikanth Senthil,Indian National Congress,794608,2348,796956,56.21,Tamil Nadu,TIRUVALLUR - 1,S221
1539,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,543857,3522,547379,47.75,Tamil Nadu,TIRUVANNAMALAI - 11,S2211
1540,DM KATHIR ANAND,Dravida Munnetra Kazhagam,566435,2257,568692,50.35,Tamil Nadu,VELLORE - 8,S228
1541,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,474230,2803,477033,41.39,Tamil Nadu,VILUPPURAM - 13,S2213
1542,MANICKAM TAGORE B,Indian National Congress,382876,2380,385256,36.28,Tamil Nadu,VIRUDHUNAGAR - 34,S2234
1543,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39,Tamil Nadu,ARAKKONAM - 7,S227
1544,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,497083,3016,500099,43.86,Tamil Nadu,ARANI - 12,S2212
1545,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,412286,1562,413848,56.65,Tamil Nadu,CHENNAI CENTRAL - 4,S224
1546,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,495733,1600,497333,55.11,Tamil Nadu,CHENNAI NORTH - 2,S222
1547,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47,Tamil Nadu,CHENNAI SOUTH - 3,S223
1548,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,501851,3233,505084,43.28,Tamil Nadu,CHIDAMBARAM - 27,S2227
1549,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,565428,2772,568200,41.39,Tamil Nadu,COIMBATORE - 20,S2220
1550,M.K. VISHNUPRASAD,Indian National Congress,450401,4652,455053,44.11,Tamil Nadu,CUDDALORE - 26,S2226
1551,MANI. A.,Dravida Munnetra Kazhagam,429301,3366,432667,34.67,Tamil Nadu,DHARMAPURI - 10,S2210
1552,SACHITHANANTHAM R,Communist Party of India  (Marxist),667391,2758,670149,58.29,Tamil Nadu,DINDIGUL - 22,S2222
1553,K E PRAKASH,Dravida Munnetra Kazhagam,558849,3490,562339,51.43,Tamil Nadu,ERODE - 17,S2217
1554,MALAIYARASAN D,Dravida Munnetra Kazhagam,558346,3243,561589,44.94,Tamil Nadu,KALLAKURICHI - 14,S2214
1555,SELVAM. G,Dravida Munnetra Kazhagam,582978,3066,586044,46.53,Tamil Nadu,KANCHEEPURAM - 6,S226
1556,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,540267,5981,546248,53.08,Tamil Nadu,KANNIYAKUMARI - 39,S2239
1557,JOTHIMANI. S,Indian National Congress,531829,3077,534906,47.25,Tamil Nadu,KARUR - 23,S2223
1558,GOPINATH K,Indian National Congress,491131,1752,492883,42.27,Tamil Nadu,KRISHNAGIRI - 9,S229
1559,VENKATESAN S,Communist Party of India  (Marxist),428201,2122,430323,43.6,Tamil Nadu,MADURAI - 32,S2232
1560,SUDHA R,Indian National Congress,516534,1925,518459,47.67,Tamil Nadu,MAYILADUTHURAI - 28,S2228
1561,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79,Tamil Nadu,NAGAPATTINAM - 29,S2229
1562,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31,Tamil Nadu,NAMAKKAL - 16,S2216
1563,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,Tamil Nadu,NILGIRIS - 19,S2219
1564,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42,Tamil Nadu,PERAMBALUR - 25,S2225
1565,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37,Tamil Nadu,POLLACHI - 21,S2221
1566,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,Tamil Nadu,RAMANATHAPURAM - 35,S2235
1567,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38,Tamil Nadu,SALEM - 15,S2215
1568,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6,Tamil Nadu,SIVAGANGA - 31,S2231
1569,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65,Tamil Nadu,SRIPERUMBUDUR - 5,S225
1570,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,423025,2654,425679,40.97,Tamil Nadu,TENKASI - 37,S2237
1571,MURASOLI S,Dravida Munnetra Kazhagam,498822,3423,502245,48.82,Tamil Nadu,THANJAVUR - 30,S2230
1572,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,569110,2383,571493,50.08,Tamil Nadu,THENI - 33,S2233
1573,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,537879,2850,540729,55.26,Tamil Nadu,THOOTHUKKUDI - 36,S2236
1574,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,Tamil Nadu,TIRUCHIRAPPALLI - 24,S2224
1575,ROBERT BRUCE C,Indian National Congress,499493,2803,502296,47.06,Tamil Nadu,TIRUNELVELI - 38,S2238
1576,"SUBBARAYAN, K.",Communist Party of India,470195,2544,472739,41.38,Tamil Nadu,TIRUPPUR - 18,S2218
1577,Sasikanth Senthil,Indian National Congress,794608,2348,796956,56.21,Tamil Nadu,TIRUVALLUR - 1,S221
1578,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,543857,3522,547379,47.75,Tamil Nadu,TIRUVANNAMALAI - 11,S2211
1579,DM KATHIR ANAND,Dravida Munnetra Kazhagam,566435,2257,568692,50.35,Tamil Nadu,VELLORE - 8,S228
1580,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,474230,2803,477033,41.39,Tamil Nadu,VILUPPURAM - 13,S2213
1581,MANICKAM TAGORE B,Indian National Congress,382876,2380,385256,36.28,Tamil Nadu,VIRUDHUNAGAR - 34,S2234
1582,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39,Tamil Nadu,ARAKKONAM - 7,S227
1583,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,497083,3016,500099,43.86,Tamil Nadu,ARANI - 12,S2212
1584,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,412286,1562,413848,56.65,Tamil Nadu,CHENNAI CENTRAL - 4,S224
1585,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,495733,1600,497333,55.11,Tamil Nadu,CHENNAI NORTH - 2,S222
1586,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47,Tamil Nadu,CHENNAI SOUTH - 3,S223
1587,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,501851,3233,505084,43.28,Tamil Nadu,CHIDAMBARAM - 27,S2227
1588,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,565428,2772,568200,41.39,Tamil Nadu,COIMBATORE - 20,S2220
1589,M.K. VISHNUPRASAD,Indian National Congress,450401,4652,455053,44.11,Tamil Nadu,CUDDALORE - 26,S2226
1590,MANI. A.,Dravida Munnetra Kazhagam,429301,3366,432667,34.67,Tamil Nadu,DHARMAPURI - 10,S2210
1591,SACHITHANANTHAM R,Communist Party of India  (Marxist),667391,2758,670149,58.29,Tamil Nadu,DINDIGUL - 22,S2222
1592,K E PRAKASH,Dravida Munnetra Kazhagam,558849,3490,562339,51.43,Tamil Nadu,ERODE - 17,S2217
1593,MALAIYARASAN D,Dravida Munnetra Kazhagam,558346,3243,561589,44.94,Tamil Nadu,KALLAKURICHI - 14,S2214
1594,SELVAM. G,Dravida Munnetra Kazhagam,582978,3066,586044,46.53,Tamil Nadu,KANCHEEPURAM - 6,S226
1595,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,540267,5981,546248,53.08,Tamil Nadu,KANNIYAKUMARI - 39,S2239
1596,JOTHIMANI. S,Indian National Congress,531829,3077,534906,47.25,Tamil Nadu,KARUR - 23,S2223
1597,GOPINATH K,Indian National Congress,491131,1752,492883,42.27,Tamil Nadu,KRISHNAGIRI - 9,S229
1598,VENKATESAN S,Communist Party of India  (Marxist),428201,2122,430323,43.6,Tamil Nadu,MADURAI - 32,S2232
1599,SUDHA R,Indian National Congress,516534,1925,518459,47.67,Tamil Nadu,MAYILADUTHURAI - 28,S2228
1600,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79,Tamil Nadu,NAGAPATTINAM - 29,S2229
1601,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31,Tamil Nadu,NAMAKKAL - 16,S2216
1602,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,Tamil Nadu,NILGIRIS - 19,S2219
1603,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42,Tamil Nadu,PERAMBALUR - 25,S2225
1604,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37,Tamil Nadu,POLLACHI - 21,S2221
1605,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,Tamil Nadu,RAMANATHAPURAM - 35,S2235
1606,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38,Tamil Nadu,SALEM - 15,S2215
1607,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6,Tamil Nadu,SIVAGANGA - 31,S2231
1608,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65,Tamil Nadu,SRIPERUMBUDUR - 5,S225
1609,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,423025,2654,425679,40.97,Tamil Nadu,TENKASI - 37,S2237
1610,MURASOLI S,Dravida Munnetra Kazhagam,498822,3423,502245,48.82,Tamil Nadu,THANJAVUR - 30,S2230
1611,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,569110,2383,571493,50.08,Tamil Nadu,THENI - 33,S2233
1612,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,537879,2850,540729,55.26,Tamil Nadu,THOOTHUKKUDI - 36,S2236
1613,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,Tamil Nadu,TIRUCHIRAPPALLI - 24,S2224
1614,ROBERT BRUCE C,Indian National Congress,499493,2803,502296,47.06,Tamil Nadu,TIRUNELVELI - 38,S2238
1615,"SUBBARAYAN, K.",Communist Party of India,470195,2544,472739,41.38,Tamil Nadu,TIRUPPUR - 18,S2218
1616,Sasikanth Senthil,Indian National Congress,794608,2348,796956,56.21,Tamil Nadu,TIRUVALLUR - 1,S221
1617,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,543857,3522,547379,47.75,Tamil Nadu,TIRUVANNAMALAI - 11,S2211
1618,DM KATHIR ANAND,Dravida Munnetra Kazhagam,566435,2257,568692,50.35,Tamil Nadu,VELLORE - 8,S228
1619,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,474230,2803,477033,41.39,Tamil Nadu,VILUPPURAM - 13,S2213
1620,MANICKAM TAGORE B,Indian National Congress,382876,2380,385256,36.28,Tamil Nadu,VIRUDHUNAGAR - 34,S2234
1621,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39,Tamil Nadu,ARAKKONAM - 7,S227
1622,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,497083,3016,500099,43.86,Tamil Nadu,ARANI - 12,S2212
1623,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,412286,1562,413848,56.65,Tamil Nadu,CHENNAI CENTRAL - 4,S224
1624,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,495733,1600,497333,55.11,Tamil Nadu,CHENNAI NORTH - 2,S222
1625,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47,Tamil Nadu,CHENNAI SOUTH - 3,S223
1626,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,501851,3233,505084,43.28,Tamil Nadu,CHIDAMBARAM - 27,S2227
1627,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,565428,2772,568200,41.39,Tamil Nadu,COIMBATORE - 20,S2220
1628,M.K. VISHNUPRASAD,Indian National Congress,450401,4652,455053,44.11,Tamil Nadu,CUDDALORE - 26,S2226
1629,MANI. A.,Dravida Munnetra Kazhagam,429301,3366,432667,34.67,Tamil Nadu,DHARMAPURI - 10,S2210
1630,SACHITHANANTHAM R,Communist Party of India  (Marxist),667391,2758,670149,58.29,Tamil Nadu,DINDIGUL - 22,S2222
1631,K E PRAKASH,Dravida Munnetra Kazhagam,558849,3490,562339,51.43,Tamil Nadu,ERODE - 17,S2217
1632,MALAIYARASAN D,Dravida Munnetra Kazhagam,558346,3243,561589,44.94,Tamil Nadu,KALLAKURICHI - 14,S2214
1633,SELVAM. G,Dravida Munnetra Kazhagam,582978,3066,586044,46.53,Tamil Nadu,KANCHEEPURAM - 6,S226
1634,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,540267,5981,546248,53.08,Tamil Nadu,KANNIYAKUMARI - 39,S2239
1635,JOTHIMANI. S,Indian National Congress,531829,3077,534906,47.25,Tamil Nadu,KARUR - 23,S2223
1636,GOPINATH K,Indian National Congress,491131,1752,492883,42.27,Tamil Nadu,KRISHNAGIRI - 9,S229
1637,VENKATESAN S,Communist Party of India  (Marxist),428201,2122,430323,43.6,Tamil Nadu,MADURAI - 32,S2232
1638,SUDHA R,Indian National Congress,516534,1925,518459,47.67,Tamil Nadu,MAYILADUTHURAI - 28,S2228
1639,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79,Tamil Nadu,NAGAPATTINAM - 29,S2229
1640,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31,Tamil Nadu,NAMAKKAL - 16,S2216
1641,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,Tamil Nadu,NILGIRIS - 19,S2219
1642,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42,Tamil Nadu,PERAMBALUR - 25,S2225
1643,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37,Tamil Nadu,POLLACHI - 21,S2221
1644,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,Tamil Nadu,RAMANATHAPURAM - 35,S2235
1645,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38,Tamil Nadu,SALEM - 15,S2215
1646,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6,Tamil Nadu,SIVAGANGA - 31,S2231
1647,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65,Tamil Nadu,SRIPERUMBUDUR - 5,S225
1648,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,423025,2654,425679,40.97,Tamil Nadu,TENKASI - 37,S2237
1649,MURASOLI S,Dravida Munnetra Kazhagam,498822,3423,502245,48.82,Tamil Nadu,THANJAVUR - 30,S2230
1650,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,569110,2383,571493,50.08,Tamil Nadu,THENI - 33,S2233
1651,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,537879,2850,540729,55.26,Tamil Nadu,THOOTHUKKUDI - 36,S2236
1652,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,Tamil Nadu,TIRUCHIRAPPALLI - 24,S2224
1653,ROBERT BRUCE C,Indian National Congress,499493,2803,502296,47.06,Tamil Nadu,TIRUNELVELI - 38,S2238
1654,"SUBBARAYAN, K.",Communist Party of India,470195,2544,472739,41.38,Tamil Nadu,TIRUPPUR - 18,S2218
1655,Sasikanth Senthil,Indian National Congress,794608,2348,796956,56.21,Tamil Nadu,TIRUVALLUR - 1,S221
1656,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,543857,3522,547379,47.75,Tamil Nadu,TIRUVANNAMALAI - 11,S2211
1657,DM KATHIR ANAND,Dravida Munnetra Kazhagam,566435,2257,568692,50.35,Tamil Nadu,VELLORE - 8,S228
1658,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,474230,2803,477033,41.39,Tamil Nadu,VILUPPURAM - 13,S2213
1659,MANICKAM TAGORE B,Indian National Congress,382876,2380,385256,36.28,Tamil Nadu,VIRUDHUNAGAR - 34,S2234
1660,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39,Tamil Nadu,ARAKKONAM - 7,S227
1661,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,497083,3016,500099,43.86,Tamil Nadu,ARANI - 12,S2212
1662,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,412286,1562,413848,56.65,Tamil Nadu,CHENNAI CENTRAL - 4,S224
1663,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,495733,1600,497333,55.11,Tamil Nadu,CHENNAI NORTH - 2,S222
1664,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47,Tamil Nadu,CHENNAI SOUTH - 3,S223
1665,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,501851,3233,505084,43.28,Tamil Nadu,CHIDAMBARAM - 27,S2227
1666,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,565428,2772,568200,41.39,Tamil Nadu,COIMBATORE - 20,S2220
1667,M.K. VISHNUPRASAD,Indian National Congress,450401,4652,455053,44.11,Tamil Nadu,CUDDALORE - 26,S2226
1668,MANI. A.,Dravida Munnetra Kazhagam,429301,3366,432667,34.67,Tamil Nadu,DHARMAPURI - 10,S2210
1669,SACHITHANANTHAM R,Communist Party of India  (Marxist),667391,2758,670149,58.29,Tamil Nadu,DINDIGUL - 22,S2222
1670,K E PRAKASH,Dravida Munnetra Kazhagam,558849,3490,562339,51.43,Tamil Nadu,ERODE - 17,S2217
1671,MALAIYARASAN D,Dravida Munnetra Kazhagam,558346,3243,561589,44.94,Tamil Nadu,KALLAKURICHI - 14,S2214
1672,SELVAM. G,Dravida Munnetra Kazhagam,582978,3066,586044,46.53,Tamil Nadu,KANCHEEPURAM - 6,S226
1673,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,540267,5981,546248,53.08,Tamil Nadu,KANNIYAKUMARI - 39,S2239
1674,JOTHIMANI. S,Indian National Congress,531829,3077,534906,47.25,Tamil Nadu,KARUR - 23,S2223
1675,GOPINATH K,Indian National Congress,491131,1752,492883,42.27,Tamil Nadu,KRISHNAGIRI - 9,S229
1676,VENKATESAN S,Communist Party of India  (Marxist),428201,2122,430323,43.6,Tamil Nadu,MADURAI - 32,S2232
1677,SUDHA R,Indian National Congress,516534,1925,518459,47.67,Tamil Nadu,MAYILADUTHURAI - 28,S2228
1678,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79,Tamil Nadu,NAGAPATTINAM - 29,S2229
1679,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31,Tamil Nadu,NAMAKKAL - 16,S2216
1680,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,Tamil Nadu,NILGIRIS - 19,S2219
1681,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42,Tamil Nadu,PERAMBALUR - 25,S2225
1682,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37,Tamil Nadu,POLLACHI - 21,S2221
1683,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,Tamil Nadu,RAMANATHAPURAM - 35,S2235
1684,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38,Tamil Nadu,SALEM - 15,S2215
1685,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6,Tamil Nadu,SIVAGANGA - 31,S2231
1686,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65,Tamil Nadu,SRIPERUMBUDUR - 5,S225
1687,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,423025,2654,425679,40.97,Tamil Nadu,TENKASI - 37,S2237
1688,MURASOLI S,Dravida Munnetra Kazhagam,498822,3423,502245,48.82,Tamil Nadu,THANJAVUR - 30,S2230
1689,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,569110,2383,571493,50.08,Tamil Nadu,THENI - 33,S2233
1690,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,537879,2850,540729,55.26,Tamil Nadu,THOOTHUKKUDI - 36,S2236
1691,DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,538877,3336,542213,51.35,Tamil Nadu,TIRUCHIRAPPALLI - 24,S2224
1692,ROBERT BRUCE C,Indian National Congress,499493,2803,502296,47.06,Tamil Nadu,TIRUNELVELI - 38,S2238
1693,"SUBBARAYAN, K.",Communist Party of India,470195,2544,472739,41.38,Tamil Nadu,TIRUPPUR - 18,S2218
1694,Sasikanth Senthil,Indian National Congress,794608,2348,796956,56.21,Tamil Nadu,TIRUVALLUR - 1,S221
1695,"ANNADURAI, C.N.",Dravida Munnetra Kazhagam,543857,3522,547379,47.75,Tamil Nadu,TIRUVANNAMALAI - 11,S2211
1696,DM KATHIR ANAND,Dravida Munnetra Kazhagam,566435,2257,568692,50.35,Tamil Nadu,VELLORE - 8,S228
1697,RAVIKUMAR. D,Viduthalai Chiruthaigal Katchi,474230,2803,477033,41.39,Tamil Nadu,VILUPPURAM - 13,S2213
1698,MANICKAM TAGORE B,Indian National Congress,382876,2380,385256,36.28,Tamil Nadu,VIRUDHUNAGAR - 34,S2234
1699,S JAGATHRATCHAKAN,Dravida Munnetra Kazhagam,560578,2638,563216,48.39,Tamil Nadu,ARAKKONAM - 7,S227
1700,THARANIVENTHAN M S,Dravida Munnetra Kazhagam,497083,3016,500099,43.86,Tamil Nadu,ARANI - 12,S2212
1701,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,412286,1562,413848,56.65,Tamil Nadu,CHENNAI CENTRAL - 4,S224
1702,DR.KALANIDHI VEERASWAMY,Dravida Munnetra Kazhagam,495733,1600,497333,55.11,Tamil Nadu,CHENNAI NORTH - 2,S222
1703,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47,Tamil Nadu,CHENNAI SOUTH - 3,S223
1704,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,501851,3233,505084,43.28,Tamil Nadu,CHIDAMBARAM - 27,S2227
1705,GANAPATHY RAJKUMAR P,Dravida Munnetra Kazhagam,565428,2772,568200,41.39,Tamil Nadu,COIMBATORE - 20,S2220
1706,M.K. VISHNUPRASAD,Indian National Congress,450401,4652,455053,44.11,Tamil Nadu,CUDDALORE - 26,S2226
1707,MANI. A.,Dravida Munnetra Kazhagam,429301,3366,432667,34.67,Tamil Nadu,DHARMAPURI - 10,S2210
1708,SACHITHANANTHAM R,Communist Party of India  (Marxist),667391,2758,670149,58.29,Tamil Nadu,DINDIGUL - 22,S2222
1709,K E PRAKASH,Dravida Munnetra Kazhagam,558849,3490,562339,51.43,Tamil Nadu,ERODE - 17,S2217
1710,MALAIYARASAN D,Dravida Munnetra Kazhagam,558346,3243,561589,44.94,Tamil Nadu,KALLAKURICHI - 14,S2214
1711,SELVAM. G,Dravida Munnetra Kazhagam,582978,3066,586044,46.53,Tamil Nadu,KANCHEEPURAM - 6,S226
1712,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,540267,5981,546248,53.08,Tamil Nadu,KANNIYAKUMARI - 39,S2239
1713,JOTHIMANI. S,Indian National Congress,531829,3077,534906,47.25,Tamil Nadu,KARUR - 23,S2223
1714,GOPINATH K,Indian National Congress,491131,1752,492883,42.27,Tamil Nadu,KRISHNAGIRI - 9,S229
1715,VENKATESAN S,Communist Party of India  (Marxist),428201,2122,430323,43.6,Tamil Nadu,MADURAI - 32,S2232
1716,SUDHA R,Indian National Congress,516534,1925,518459,47.67,Tamil Nadu,MAYILADUTHURAI - 28,S2228
1717,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79,Tamil Nadu,NAGAPATTINAM - 29,S2229
1718,MATHESWARAN V S,Dravida Munnetra Kazhagam,457695,4341,462036,40.31,Tamil Nadu,NAMAKKAL - 16,S2216
1719,RAJA A,Dravida Munnetra Kazhagam,470729,2483,473212,46.44,Tamil Nadu,NILGIRIS - 19,S2219
1720,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42,Tamil Nadu,PERAMBALUR - 25,S2225
1721,ESWARASAMY K,Dravida Munnetra Kazhagam,530742,2635,533377,47.37,Tamil Nadu,POLLACHI - 21,S2221
1722,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92,Tamil Nadu,RAMANATHAPURAM - 35,S2235
1723,SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,562022,4063,566085,43.38,Tamil Nadu,SALEM - 15,S2215
1724,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6,Tamil Nadu,SIVAGANGA - 31,S2231
1725,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65,Tamil Nadu,SRIPERUMBUDUR - 5,S225
